Question_ID,SEN_Category,Age_Group,Subject,Teacher_Query,Difficulty_Level,Created_Date,GPT4o_Response_1_Type,GPT4o_Response_1_Content,GPT4o_Response_1_Quality,GPT4o_Response_2_Type,GPT4o_Response_2_Content,GPT4o_Response_2_Quality,GPT4o_Response_3_Type,GPT4o_Response_3_Content,GPT4o_Response_3_Quality,GPT4o_Response_4_Type,GPT4o_Response_4_Content,GPT4o_Response_4_Quality,Gemini_25_Pro_Response_1_Type,Gemini_25_Pro_Response_1_Content,Gemini_25_Pro_Response_1_Quality,Gemini_25_Pro_Response_2_Type,Gemini_25_Pro_Response_2_Content,Gemini_25_Pro_Response_2_Quality,Gemini_25_Pro_Response_3_Type,Gemini_25_Pro_Response_3_Content,Gemini_25_Pro_Response_3_Quality,Gemini_25_Pro_Response_4_Type,Gemini_25_Pro_Response_4_Content,Gemini_25_Pro_Response_4_Quality,Llama_3_Response_1_Type,Llama_3_Response_1_Content,Llama_3_Response_1_Quality,Llama_3_Response_2_Type,Llama_3_Response_2_Content,Llama_3_Response_2_Quality,Llama_3_Response_3_Type,Llama_3_Response_3_Content,Llama_3_Response_3_Quality,Llama_3_Response_4_Type,Llama_3_Response_4_Content,Llama_3_Response_4_Quality,Mistral_Large_Response_1_Type,Mistral_Large_Response_1_Content,Mistral_Large_Response_1_Quality,Mistral_Large_Response_2_Type,Mistral_Large_Response_2_Content,Mistral_Large_Response_2_Quality,Mistral_Large_Response_3_Type,Mistral_Large_Response_3_Content,Mistral_Large_Response_3_Quality,Mistral_Large_Response_4_Type,Mistral_Large_Response_4_Content,Mistral_Large_Response_4_Quality
query_20251118_154741_4378,ASD,Key Stage 1 (5-7),Art,"When a Key Stage 1 (5-7) student with Autism Spectrum Disorder exhibits rigid thinking impacting problem-solving during independent work, what is the recommended school policy or best practice for de-escalation and positive behavior support in a mainstream/SEN school setting?",Low,2025-11-18T15:47:41.815364,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.762052009741439,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8169501530709962,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7886900482603179,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8050205568253819,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.6292046256949587,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.8417011359909581,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6816277906456556,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7159867502403332,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7436276852814072,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8593193526475973,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6759997226052487,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8413607364300002,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7529786245571131,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.6383595207305929,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6928997474564894,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.866590948794686
query_20251118_154741_4517,PD,Key Stage 1 (5-7),Science,"How can a teacher best communicate concerns about accessible resources in Art to the parents/carers of a student with Physical Disability in Key Stage 1 (5-7), ensuring a collaborative approach?",Low,2025-11-18T15:47:41.815386,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7018552838311931,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.9219314283216521,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7880038669392246,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.9486251529872471,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6531834760978489,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8680606436922835,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.881518010290477,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.7686482314399389,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.739861527422195,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7361928346196622,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8657559796046557,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7686848010409497,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7985937073627358,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8405576616121566,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7477258537460694,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8516593087484645
query_20251118_154741_5559,HI,Key Stage 2 (7-11),Science,What specific digital resources or differentiation techniques are recommended for adapting a Science lesson to meet the needs of a Key Stage 2 (7-11) student with Hearing Impairment who is dealing with ensuring full access to verbal instruction?,High,2025-11-18T15:47:41.815409,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.9276518194877201,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7909473108766207,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.9483575450633053,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8246508025806019,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6531299425699859,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6754559759545756,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.7244135502869709,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7127385527008311,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6857983370467877,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6319031902842758,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8683461650965525,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7085639920134945,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7803252508354703,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8386547942305174,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8093773130754498,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6508421870158513
query_20251118_154741_5302,PD,Key Stage 1 (5-7),Life Skills,What specific kinaesthetic resources or differentiation techniques are recommended for adapting a Life Skills lesson to meet the needs of a Key Stage 1 (5-7) student with Physical Disability who is dealing with accessible resources in Art?,Low,2025-11-18T15:47:41.815435,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.9132195990403373,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8327539570467907,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.9302797726182813,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.927516952880576,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7714627369280521,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.742572026818983,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6601717564185074,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.6035351953948956,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8263457107633385,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7153765688869332,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6876855394644289,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.692870256040079,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8371461111845546,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7698142247242733,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7330010950683635,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7171481141346127
query_20251118_154741_4748,HI,Key Stage 3 (11-14),Art,"A teacher has a Key Stage 3 (11-14) student with Hearing Impairment struggling with Art. What are the **three most effective, quick-to-implement** intervention strategies for this specific using technology to support communication?",High,2025-11-18T15:47:41.815459,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7612033826666353,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7879406090924956,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7110473737101898,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8498492008128047,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8359296597584058,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7039004669777404,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.8153156285256291,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8618896925006052,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8517372571509578,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7159374910975218,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8195969091824589,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8832536035935082,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8874346513015903,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7481258905887441,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7150404062843397,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7564184794524037
query_20251118_154741_3628,HI,Key Stage 4 (14-16),PE,"A teacher has a Key Stage 4 (14-16) student with Hearing Impairment struggling with PE. What are the **three most effective, quick-to-implement** intervention strategies for this specific ensuring full access to verbal instruction?",High,2025-11-18T15:47:41.815481,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8481148247229948,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7877629026811319,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8871594795026488,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8086890894480561,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8317229211967322,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.8100119762038707,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8875949637481269,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8524611591579219,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.638885999579814,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6900903201269862,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8733960203707776,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.711341431987428,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.6127217440413562,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8574685315033971,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8829065631524704,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7523071833979356
query_20251118_154741_9865,MLD,Key Stage 1 (5-7),PE,"How can a teacher best communicate concerns about general academic underachievement to the parents/carers of a student with Moderate Learning Difficulties in Key Stage 1 (5-7), ensuring a collaborative approach?",Low,2025-11-18T15:47:41.815506,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7065220353155932,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7794654846764235,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7075880837841403,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.9192903071118408,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.727328226935722,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7847095363673438,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.8069404428397939,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7669386569768292,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.638620582004646,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.756866573781074,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7787606549545061,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.640206651071967,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6631786408449099,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.715652835713218,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8735309686352344,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7684360459027377
query_20251118_154741_1053,ASD,Key Stage 3 (11-14),Mathematics,"A teacher has a Key Stage 3 (11-14) student with Autism Spectrum Disorder struggling with Mathematics. What are the **three most effective, quick-to-implement** intervention strategies for this specific sensory overload in a busy classroom?",High,2025-11-18T15:47:41.815528,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7372404499049209,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7545143491996665,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.9063803736637166,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8042165235275109,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7844830656915304,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6618058185967595,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8107417846255337,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.7867956604573276,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7835174572574676,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7911897353620003,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8900813128257806,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8758771545641765,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.6161302437431344,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7231499301514479,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8929840855123365,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.859848323666093
query_20251118_154741_3284,VI,Key Stage 4 (14-16),Life Skills,What specific low-tech resources or differentiation techniques are recommended for adapting a Life Skills lesson to meet the needs of a Key Stage 4 (14-16) student with Visual Impairment who is dealing with safe movement around the classroom?,High,2025-11-18T15:47:41.815549,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.9020820662188497,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.7407766025823294,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8309036868456384,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7541564738850055,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8629514094506948,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7769958900732272,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8956326344943624,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.662437847356907,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6071632060602244,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.6673014612113242,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8795045300033224,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7161195743642441,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.708794220010576,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8044433678106466,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6206814680459206,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7709264818571243
query_20251118_154741_6186,ADHD,Key Stage 2 (7-11),Life Skills,"A teacher has a Key Stage 2 (7-11) student with Attention Deficit Hyperactivity Disorder struggling with Life Skills. What are the **three most effective, quick-to-implement** intervention strategies for this specific managing impulsive interruptions during whole-class instruction?",Medium,2025-11-18T15:47:41.815570,Behavioral,"(GPT-4o) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8417087213029318,Social,(GPT-4o) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7436110060083141,Environmental,"(GPT-4o) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.8564606505619821,Instructional,"(GPT-4o) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8508175836658858,Instructional,"(Gemini 25 Pro) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7419839497816239,Behavioral,"(Gemini 25 Pro) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6324223741600468,Assessment,"(Gemini 25 Pro) Use alternative assessment formats (e.g., oral presentation, video recording) and focus IEP goals on functional skills development rather than pure academic metrics.",0.8906406870931458,Social,(Gemini 25 Pro) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.7254475999373294,Environmental,"(Llama 3) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.7150537931015756,Social,(Llama 3) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8548871900137776,Instructional,"(Llama 3) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.7173110928411546,Behavioral,"(Llama 3) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.6051339731515945,Environmental,"(Mistral Large) Structure the learning space; provide a quiet corner, use visual timetables, and ensure minimal clutter to manage sensory input.",0.6829579996763091,Behavioral,"(Mistral Large) Establish clear, co-created classroom rules. Use a points/token system focused on self-regulation and impulse control, with specific, non-judgmental feedback.",0.8459694186885449,Instructional,"(Mistral Large) Simplify instructions into visual, multi-step checklists. Use immediate, frequent positive reinforcement tied to effort, not just outcome.",0.8648872275324105,Social,(Mistral Large) Implement a structured peer-buddy system specific to the activity. Role-play social interactions and use brief 'social stories' before lessons.,0.8829211222667946
